"","playDispNm","blkPerGame","trbPerGame","stlPerGame","toPerGame","astPerGame","ptsPerGame","teamWins","mvpScore"
"217","Jarrett Jack",0.0689655172413793,3.08620689655172,0.603448275862069,1.94827586206897,5.74137931034483,7.55172413793103,24,31.398275862069
"218","Bam Adebayo",0.615384615384615,5.53846153846154,0.446153846153846,0.953846153846154,1.50769230769231,6.96923076923077,32,31.3830769230769
"219","Zaza Pachulia",0.21875,4.796875,0.5625,1.09375,1.640625,5.59375,44,31.353125
"220","Jerian Grant",0.102941176470588,2.45588235294118,0.764705882352941,1.19117647058824,4.67647058823529,8.08823529411765,22,31.2764705882353
"221","Tony Parker",0.0204081632653061,1.83673469387755,0.571428571428571,1.26530612244898,3.77551020408163,8.10204081632653,29,31.0877551020408
"222","Alex Len",0.907692307692308,7.46153846153846,0.415384615384615,1.10769230769231,1.10769230769231,8.16923076923077,18,31.0630769230769
"223","Gorgui Dieng",0.486486486486487,4.52702702702703,0.581081081081081,0.756756756756757,0.905405405405405,5.93243243243243,42,30.9932432432432
"224","Nemanja Bjelica",0.225806451612903,4.03225806451613,0.693548387096774,0.790322580645161,1.2741935483871,6.96774193548387,35,30.8693548387097
"225","Anthony Tolliver",0.263888888888889,2.88888888888889,0.361111111111111,0.708333333333333,1.11111111111111,8.125,33,30.6166666666667
"226","Andrew Harrison",0.464285714285714,2.33928571428571,0.678571428571429,1.44642857142857,3.16071428571429,9.51785714285714,17,30.5571428571429
"227","Alec Burks",0.131147540983607,3.01639344262295,0.622950819672131,0.918032786885246,1.04918032786885,7.80327868852459,34,30.544262295082
"228","Nenê",0.285714285714286,3.36734693877551,0.551020408163265,0.775510204081633,0.897959183673469,6.71428571428571,40,30.4959183673469
"229","Tony Snell",0.347826086956522,1.88405797101449,0.63768115942029,0.521739130434783,1.30434782608696,7.01449275362319,39,30.3666666666667
"230","Mario Hezonja",0.367647058823529,3.58823529411765,1.04411764705882,1.13235294117647,1.30882352941176,9.19117647058824,18,30.3514705882353
"231","Kyle O'Quinn",1.16901408450704,5.69014084507042,0.47887323943662,1.29577464788732,2.01408450704225,6.84507042253521,26,30.312676056338
"232","Damion Lee",0.111111111111111,4.11111111111111,1.44444444444444,0.666666666666667,1.88888888888889,10.4444444444444,1,30.2
"233","Devin Harris",0.184615384615385,1.83076923076923,0.738461538461539,1.07692307692308,2.12307692307692,8.4,28,30.1692307692308
"234","Ian Clark",0.142857142857143,1.71428571428571,0.4,0.771428571428571,1.42857142857143,7.22857142857143,40,30.0228571428571
"235","OG Anunoby",0.164179104477612,2.35820895522388,0.746268656716418,0.611940298507463,0.791044776119403,5.73134328358209,47,30.0164179104478
"236","Tyus Jones",0.0649350649350649,1.67532467532468,1.11688311688312,0.714285714285714,2.79220779220779,4.96103896103896,44,29.9246753246753
"237","Daniel Theis",0.746031746031746,4.34920634920635,0.476190476190476,0.888888888888889,0.888888888888889,5.25396825396825,44,29.8984126984127
"238","David Nwaba",0.4375,4.5,0.828125,1.046875,1.359375,7.734375,24,29.8859375
"239","Bryn Forbes",0.027027027027027,1.40540540540541,0.337837837837838,0.5,1.01351351351351,6.97297297297297,43,29.6716216216216
"240","Skal Labissière",0.827586206896552,4.70689655172414,0.413793103448276,1.13793103448276,1.18965517241379,8.77586206896552,18,29.5
"241","Moe Harkless",0.728813559322034,2.74576271186441,0.813559322033898,0.677966101694915,0.898305084745763,6.52542372881356,36,29.4610169491525
"242","Shaun Livingston",0.287878787878788,1.81818181818182,0.484848484848485,0.833333333333333,1.90909090909091,5.56060606060606,46,29.4333333333333
"243","Garrett Temple",0.4,2.32307692307692,0.907692307692308,1.23076923076923,1.90769230769231,8.41538461538462,23,29.3538461538461
"244","Kosta Koufos",0.450704225352113,6.64788732394366,0.676056338028169,0.690140845070423,1.22535211267606,6.71830985915493,22,29.3323943661972
"245","Jarrett Allen",1.03076923076923,5.38461538461539,0.4,1.12307692307692,0.707692307692308,8.03076923076923,21,29.1984615384615
"246","Mike James",0.194444444444444,2.5,0.777777777777778,1.38888888888889,3.5,9.33333333333333,11,28.9833333333333
"247","Thabo Sefolosha",0.315789473684211,4.23684210526316,1.34210526315789,0.789473684210526,0.868421052631579,8.21052631578947,16,28.9552631578947
"248","Norman Powell",0.238095238095238,1.65079365079365,0.507936507936508,0.968253968253968,1.3015873015873,5.6984126984127,47,28.9539682539683
"249","Trevor Booker",0.32258064516129,4.69354838709677,0.403225806451613,0.919354838709677,1.20967741935484,6.30645161290323,33,28.8048387096774
"250","Joe Johnson",0.142857142857143,3.18367346938776,0.36734693877551,0.918367346938776,1.57142857142857,7.10204081632653,32,28.7591836734694
"251","Jordan Bell",1.08,3.72,0.68,0.9,1.9,4.74,39,28.744
"252","Wes Johnson",0.898550724637681,3.04347826086957,1.07246376811594,0.768115942028985,0.811594202898551,5.56521739130435,37,28.6913043478261
"253","Pat Connaughton",0.276315789473684,1.94736842105263,0.276315789473684,0.539473684210526,1.13157894736842,5.47368421052632,47,28.6171052631579
"254","Omri Casspi",0.358490566037736,3.77358490566038,0.339622641509434,0.69811320754717,0.962264150943396,5.66037735849057,40,28.5509433962264
"255","Dāvis Bertāns",0.402777777777778,2.09722222222222,0.375,0.486111111111111,1,6.16666666666667,40,28.3125
"256","Cameron Payne",0.421052631578947,2.63157894736842,1.10526315789474,1.36842105263158,4.21052631578947,8.8421052631579,5,28.1894736842105
"257","Mario Chalmers",0.17741935483871,2.41935483870968,1.19354838709677,1.7741935483871,3.03225806451613,7.66129032258065,20,28.1741935483871
"258","Doug McDermott",0.171052631578947,2.5,0.25,0.684210526315789,0.986842105263158,7.80263157894737,29,27.9144736842105
"259","Jonas Jerebko",0.161764705882353,3.44117647058824,0.338235294117647,0.352941176470588,0.588235294117647,5.61764705882353,40,27.8985294117647
"260","Tyson Chandler",0.58695652173913,9.08695652173913,0.347826086956522,1.28260869565217,1.15217391304348,6.52173913043478,15,27.8608695652174
"261","Luke Kennard",0.166666666666667,2.24242424242424,0.606060606060606,0.924242424242424,1.59090909090909,7.10606060606061,30,27.8151515151515
"262","Jodie Meeks",0.0563380281690141,1.64788732394366,0.394366197183099,0.507042253521127,0.943661971830986,6.32394366197183,40,27.7830985915493
"263","Terrence Ross",0.454545454545455,3.18181818181818,1.22727272727273,1.13636363636364,1.59090909090909,9,9,27.7045454545455
"264","Amir Johnson",0.626865671641791,4.25373134328358,0.611940298507463,0.776119402985075,1.40298507462687,4.3134328358209,40,27.6671641791045
"265","Marquese Chriss",0.985507246376812,5.30434782608696,0.72463768115942,1.43478260869565,1.15942028985507,7.31884057971014,18,27.663768115942
"266","Jarell Martin",0.690140845070423,4.36619718309859,0.549295774647887,1.15492957746479,1,7.6056338028169,21,27.6450704225352
"267","Josh Hart",0.232142857142857,3.91071428571429,0.696428571428571,0.642857142857143,1.16071428571429,6.73214285714286,25,27.3303571428571
"268","Frank Mason",0.1875,2.54166666666667,0.708333333333333,1.27083333333333,2.91666666666667,8.1875,15,27.2083333333333
"269","Tyler Ulis",0.0909090909090909,1.71212121212121,0.954545454545455,1.6969696969697,4.10606060606061,7.33333333333333,18,26.9560606060606
"270","Ian Mahinmi",0.541666666666667,4.05555555555556,0.5,1.30555555555556,0.694444444444444,4.94444444444444,40,26.9027777777778
"271","Tristan Thompson",0.382978723404255,6.87234042553191,0.340425531914894,0.723404255319149,0.595744680851064,6.04255319148936,23,26.8702127659574
"272","Isaiah Canaan",0.05,2.25,0.8,1.45,3.8,8.6,9,26.86
"273","James Ennis",0.272727272727273,3.3030303030303,0.681818181818182,0.818181818181818,1.01515151515152,7.27272727272727,22,26.5257575757576
"274","Troy Daniels",0.0657894736842105,1.65789473684211,0.315789473684211,0.697368421052632,0.618421052631579,9.18421052631579,19,26.4236842105263
"275","Thon Maker",0.732394366197183,3.12676056338028,0.549295774647887,0.591549295774648,0.647887323943662,4.90140845070423,38,26.3929577464789
"276","Royce O'Neale",0.238095238095238,3.23809523809524,0.555555555555556,0.793650793650794,1.34920634920635,4.77777777777778,38,26.3761904761905
"277","Dante Cunningham",0.358208955223881,3.98507462686567,0.537313432835821,0.462686567164179,0.626865671641791,5.58208955223881,31,26.2402985074627
"278","Shelvin Mack",0.129032258064516,2.35483870967742,0.806451612903226,1.29032258064516,3.7258064516129,6.7258064516129,18,26.1129032258064
"279","Quinn Cook",0.0384615384615385,2.15384615384615,0.269230769230769,0.923076923076923,2.19230769230769,8.30769230769231,17,26.05
"280","André Roberson",0.897435897435897,4.74358974358974,1.17948717948718,0.769230769230769,1.17948717948718,4.97435897435897,24,25.9948717948718
"281","JaVale McGee",0.949152542372881,2.52542372881356,0.322033898305085,0.389830508474576,0.525423728813559,4.59322033898305,41,25.864406779661
"282","Tyler Zeller",0.55,4.5,0.25,0.75,0.716666666666667,6.5,24,25.785
"283","Jerryd Bayless",0.15,2,0.575,1.15,1.35,7.675,22,25.6625
"284","Patrick Patterson",0.285714285714286,2.38961038961039,0.584415584415584,0.428571428571429,0.675324675324675,3.90909090909091,44,25.3337662337662
"285","Cody Zeller",0.636363636363636,5.3030303030303,0.424242424242424,1,0.939393939393939,7.06060606060606,14,25.1636363636364
"286","Kevon Looney",0.783333333333333,3.08333333333333,0.483333333333333,0.466666666666667,0.633333333333333,3.68333333333333,42,25.145
"287","Richaun Holmes",0.51219512195122,4.29268292682927,0.365853658536585,0.536585365853659,1.19512195121951,5.90243902439024,23,25.1414634146341
"288","Frank Ntilikina",0.191780821917808,2.17808219178082,0.821917808219178,1.65753424657534,3.08219178082192,5.65753424657534,26,25.0849315068493
"289","Zach Collins",0.483333333333333,3.31666666666667,0.266666666666667,0.883333333333333,0.8,4.48333333333333,39,24.98
"290","Al Jefferson",0.676470588235294,3.94117647058824,0.470588235294118,0.588235294117647,0.852941176470588,6.88235294117647,17,24.8823529411765
"291","Bismack Biyombo",1.18666666666667,5.69333333333333,0.24,1.05333333333333,0.773333333333333,5.52,22,24.736
"292","Mike Muscala",0.51063829787234,4.1063829787234,0.617021276595745,0.765957446808511,0.872340425531915,7.53191489361702,11,24.5276595744681
"293","Chandler Parsons",0.305555555555556,2.5,0.5,0.972222222222222,1.91666666666667,7.88888888888889,12,24.4666666666667
"294","Wayne Selden",0.117647058823529,1.58823529411765,0.529411764705882,1.5,1.85294117647059,9.05882352941176,10,24.4647058823529
"295","Derrick Rose",0.19047619047619,1.57142857142857,0.238095238095238,1.52380952380952,1.61904761904762,9.04761904761905,12,24.1190476190476
"296","Patrick McCaw",0.178571428571429,1.44642857142857,0.732142857142857,0.732142857142857,1.44642857142857,3.96428571428571,40,24.0946428571429
"297","Álex Abrines",0.112676056338028,1.49295774647887,0.507042253521127,0.352112676056338,0.380281690140845,4.69014084507042,39,23.8859154929577
"298","Jordan Crawford",0.5,1,0,1.5,5,9,0,23.7
"299","Noah Vonleh",0.326923076923077,5.88461538461539,0.346153846153846,0.538461538461538,0.634615384615385,4.98076923076923,22,23.6846153846154
"300","Langston Galloway",0.0925925925925926,1.53703703703704,0.574074074074074,0.314814814814815,0.981481481481482,6.01851851851852,26,23.587037037037
"301","Jameer Nelson",0.08,2.06,0.54,1.36,3.58,4.94,25,23.426
"302","Shane Larkin",0.04,1.52,0.52,0.58,1.52,4.22,37,23.424
"303","Dragan Bender",0.623376623376623,4.02597402597403,0.285714285714286,1.37662337662338,1.61038961038961,6.05194805194805,19,23.3909090909091
"304","Justin Jackson",0.17741935483871,2.70967741935484,0.419354838709677,0.564516129032258,1.03225806451613,6.69354838709677,18,23.2
"305","Corey Brewer",0.208955223880597,1.98507462686567,0.970149253731343,0.701492537313433,0.895522388059702,5.02985074626866,28,23.1179104477612
"306","Marreese Speights",0.44,2.58,0.12,0.74,0.74,7.76,14,23.016
"307","Malcolm Delaney",0.111111111111111,1.85185185185185,0.666666666666667,1.22222222222222,3.01851851851852,6.25925925925926,16,22.9703703703704
"308","Quincy Acy",0.380952380952381,3.77777777777778,0.476190476190476,0.920634920634921,0.825396825396825,5.58730158730159,22,22.9142857142857
"309","Michael Carter-Williams",0.442307692307692,2.65384615384615,0.865384615384615,1.03846153846154,2.23076923076923,4.59615384615385,23,22.6096153846154
"310","Timothé Luwawu-Cabarrot",0.0961538461538462,1.38461538461538,0.230769230769231,0.730769230769231,1.03846153846154,5.75,29,22.5807692307692
"311","Kenneth Faried",0.40625,4.8125,0.375,0.71875,0.5625,5.875,16,22.44375
"312","Dante Exum",0.125,1.625,0.5,1.25,2.5,8.25,5,22.4
"313","Justin Anderson",0.181818181818182,2.36363636363636,0.393939393939394,0.424242424242424,0.696969696969697,6,22,22.3787878787879
"314","Markelle Fultz",0.285714285714286,2.71428571428571,0.714285714285714,0.714285714285714,3.14285714285714,6.71428571428571,4,22.1857142857143
"315","Tarik Black",0.565217391304348,3.06521739130435,0.434782608695652,0.695652173913043,0.260869565217391,3.47826086956522,37,22.1652173913043
"316","Sam Dekker",0.130434782608696,2.27536231884058,0.333333333333333,0.463768115942029,0.492753623188406,4,36,22.0072463768116
"317","Tim Frazier",0.148148148148148,1.98148148148148,0.796296296296296,1.03703703703704,3.40740740740741,3.09259259259259,30,21.9907407407407
"318","Cheick Diallo",0.41304347826087,4.04347826086957,0.217391304347826,0.456521739130435,0.347826086956522,4.95652173913043,24,21.9391304347826
"319","Jawun Evans",0.125,1.75,0.791666666666667,0.9375,2.08333333333333,4.8125,24,21.8958333333333
"320","Isaiah Taylor",0.163934426229508,1.34426229508197,0.508196721311475,1.16393442622951,2.86885245901639,6.32786885245902,15,21.8786885245902
"321","Dwight Buycks",0.0689655172413793,1.41379310344828,0.655172413793103,1.3448275862069,2.03448275862069,7.41379310344828,10,21.6448275862069
"322","Jose Calderon",0.0188679245283019,1.39622641509434,0.471698113207547,0.735849056603774,2.07547169811321,4.24528301886792,30,21.5981132075472
"323","Sindarius Thornwell",0.358208955223881,1.85074626865672,0.626865671641791,0.656716417910448,0.761194029850746,3.62686567164179,35,21.5298507462687
"324","Semi Ojeleye",0.0303030303030303,2.01515151515152,0.287878787878788,0.303030303030303,0.272727272727273,2.37878787878788,47,21.5287878787879
"325","Vince Carter",0.5,2.40384615384615,0.788461538461538,0.615384615384615,1.17307692307692,5.46153846153846,17,21.4096153846154
"326","Channing Frye",0.25531914893617,2.42553191489362,0.340425531914894,0.382978723404255,0.638297872340426,4.65957446808511,27,21.1893617021277
"327","Ekpe Udoh",1.24137931034483,2.46551724137931,0.706896551724138,0.344827586206897,0.879310344827586,2.70689655172414,32,20.9879310344828
"328","Treveon Graham",0.032258064516129,1.95161290322581,0.532258064516129,0.435483870967742,0.903225806451613,4.40322580645161,28,20.9758064516129
"329","C.J. Williams",0.40625,1.4375,0.875,0.59375,1,5.84375,16,20.83125
"330","Maxi Kleber",0.636363636363636,3.04545454545455,0.378787878787879,0.393939393939394,0.681818181818182,5.07575757575758,19,20.75
"331","Joffrey Lauvergne",0.0588235294117647,3.27450980392157,0.176470588235294,0.647058823529412,0.745098039215686,4.37254901960784,27,20.7019607843137
"332","Matthew Dellavedova",0.027027027027027,1.72972972972973,0.351351351351351,1.2972972972973,3.83783783783784,4.37837837837838,21,20.6702702702703
"333","Deyonta Davis",0.607142857142857,3.78571428571429,0.214285714285714,0.5,0.625,5.51785714285714,15,20.5714285714286
"334","Josh Huestis",0.651515151515151,2.43939393939394,0.227272727272727,0.393939393939394,0.303030303030303,2.34848484848485,41,20.5015151515152
"335","Jonathan Isaac",1.11538461538462,3.65384615384615,1.23076923076923,1,0.653846153846154,5,11,20.4846153846154
"336","Raulzinho Neto",0.102564102564103,1.20512820512821,0.282051282051282,0.82051282051282,1.84615384615385,4.58974358974359,27,20.4666666666667
"337","Malik Monk",0.087719298245614,1.07017543859649,0.280701754385965,0.578947368421053,1.19298245614035,5.29824561403509,24,20.3368421052632
"338","Emeka Okafor",1.13636363636364,4.90909090909091,0.318181818181818,0.409090909090909,0.272727272727273,4.86363636363636,13,20.2409090909091
"339","Antonio Blakeney",0.0526315789473684,1.73684210526316,0.368421052631579,0.578947368421053,1.05263157894737,8,3,20.1052631578947
"340","Josh Gray",0.4,2,1.6,1.4,2.4,6.4,0,20.08
"341","Sterling Brown",0.224489795918367,2.69387755102041,0.63265306122449,0.469387755102041,0.428571428571429,4.22448979591837,24,19.9734693877551
"342","Boban Marjanović",0.323529411764706,3.20588235294118,0.264705882352941,0.882352941176471,0.558823529411765,5.44117647058824,17,19.7323529411765
"343","Tyler Dorsey",0.08,2.24,0.24,0.62,1.4,6.12,12,19.648
"344","Ben McLemore",0.28,2.3,0.68,1.08,0.88,6.94,6,19.584
"345","Troy Williams",0.2,2.95,0.95,0.85,0.7,6.1,7,19.455
"346","Nerlens Noel",0.724137931034483,5.55172413793103,1.03448275862069,0.793103448275862,0.620689655172414,4.51724137931035,6,19.2827586206897
"347","Salah Mejri",1.13793103448276,4.1551724137931,0.379310344827586,0.655172413793103,0.568965517241379,3.60344827586207,20,19.2689655172414
"348","Jamil Wilson",0.533333333333333,2.13333333333333,0.266666666666667,0.533333333333333,0.666666666666667,7,6,19.24
"349","Cedi Osman",0.0545454545454545,1.89090909090909,0.327272727272727,0.490909090909091,0.490909090909091,3.61818181818182,31,19.2345454545455
"350","Mirza Teletović",0.1,2.3,0.4,0.7,1,7.1,4,19.08
"351","Brandon Jennings",0.4,2.1,0.5,1.2,3.3,5.5,6,18.97
"352","Willie Reed",0.523809523809524,2.9047619047619,0.214285714285714,0.452380952380952,0.238095238095238,4.64285714285714,20,18.95
"353","Torrey Craig",0.242424242424242,3.3030303030303,0.272727272727273,0.393939393939394,0.636363636363636,4.66666666666667,17,18.8969696969697
"354","Brandan Wright",0.928571428571429,3.39285714285714,0.464285714285714,0.285714285714286,0.464285714285714,4.96428571428571,11,18.8321428571429
"355","Lucas Nogueira",0.933333333333333,1.84444444444444,0.444444444444444,0.333333333333333,0.4,2.48888888888889,33,18.7577777777778
"356","Lance Thomas",0.205882352941176,2.35294117647059,0.411764705882353,0.588235294117647,0.617647058823529,3.97058823529412,24,18.6823529411765
"357","Shabazz Muhammad",0.075,1.625,0.225,0.15,0.35,4.625,23,18.6075
"358","Miles Plumlee",0.591836734693878,4.12244897959184,0.326530612244898,1.24489795918367,0.816326530612245,4.38775510204082,16,18.5265306122449
"359","Terrance Ferguson",0.169491525423729,0.728813559322034,0.406779661016949,0.186440677966102,0.288135593220339,2.94915254237288,35,18.3542372881356
"360","Ramon Sessions",0.0833333333333333,1.54166666666667,0.583333333333333,1.29166666666667,2.95833333333333,5.45833333333333,8,18.2833333333333
"361","Cristiano Felício",0.224489795918367,3.79591836734694,0.183673469387755,0.897959183673469,0.959183673469388,5.22448979591837,11,18.265306122449
"362","Eric Moreland",0.7,3.81666666666667,0.4,0.566666666666667,1.1,1.8,28,18.0766666666667
"363","Shaquille Harrison",0.333333333333333,2.61111111111111,1.05555555555556,0.777777777777778,1.66666666666667,5.66666666666667,1,18.0722222222222
"364","Malik Beasley",0.116666666666667,1.18333333333333,0.25,0.4,0.516666666666667,3.18333333333333,32,17.9816666666667
"365","Joseph Young",0.02,1.22,0.28,0.5,0.72,3.84,27,17.928
"366","Sean Kilpatrick",0.0434782608695652,1.5,0.195652173913043,0.630434782608696,0.760869565217391,4.80434782608696,20,17.7586956521739
"367","Willy Hernangómez",0.333333333333333,2.97619047619048,0.30952380952381,0.761904761904762,0.642857142857143,4.23809523809524,18,17.7547619047619
"368","Jason Terry",0.266666666666667,1,0.777777777777778,0.533333333333333,1.2,3.31111111111111,24,17.6777777777778
"369","Xavier Rathan-Mayes",0.6,1,1.2,2.2,3.6,5.8,0,17.64
"370","Luke Babbitt",0.145833333333333,1.91666666666667,0.1875,0.395833333333333,0.604166666666667,5.33333333333333,14,17.6104166666667
"371","Dwayne Bacon",0.0384615384615385,2.38461538461538,0.307692307692308,0.403846153846154,0.692307692307692,3.28846153846154,25,17.5538461538462
"372","Jahlil Okafor",0.62962962962963,2.96296296296296,0.111111111111111,0.777777777777778,0.444444444444444,5.96296296296296,7,17.4740740740741
"373","Abdel Nader",0.195121951219512,1.39024390243902,0.317073170731707,0.707317073170732,0.536585365853659,3.1219512195122,30,17.3536585365854
"374","Brandon Paul",0.116666666666667,1.11666666666667,0.416666666666667,0.5,0.616666666666667,2.25,35,17.3316666666667
"375","Luke Kornet",0.785714285714286,3,0.285714285714286,0.214285714285714,1,5.35714285714286,4,17.3
"376","Johnny O'Bryant",0.166666666666667,2.61111111111111,0.222222222222222,0.416666666666667,0.388888888888889,4.75,15,17.2555555555556
"377","Tyler Cavanaugh",0.105263157894737,3.23684210526316,0.236842105263158,0.368421052631579,0.710526315789474,4.68421052631579,11,16.9657894736842
"378","Myke Henry",0.333333333333333,1.66666666666667,1.4,0.933333333333333,1.06666666666667,5.4,2,16.78
"379","Paul Zipser",0.259259259259259,2.42592592592593,0.37037037037037,0.796296296296296,0.851851851851852,4.03703703703704,17,16.7777777777778
"380","DeAndre Liggins",0.259259259259259,1.38888888888889,0.685185185185185,0.388888888888889,0.833333333333333,1.87037037037037,30,16.4981481481481
"381","Jon Leuer",0.375,4,0.125,1,0.625,5.375,5,16.4625
"382","Iman Shumpert",0.357142857142857,2.92857142857143,0.642857142857143,1.14285714285714,1.21428571428571,4.42857142857143,9,16.4071428571429
"383","T.J. Leaf",0.08,1.54,0.1,0.2,0.16,2.8,30,16.402
"384","Jordan Mickey",0.454545454545455,3.59090909090909,0.272727272727273,0.772727272727273,0.409090909090909,3.95454545454545,14,16.3454545454545
"385","Tyler Ennis",0.127659574468085,1.42553191489362,0.404255319148936,0.51063829787234,1.59574468085106,3.27659574468085,20,16.3382978723404
"386","Rodney McGruder",0.142857142857143,1.78571428571429,0.5,0.214285714285714,0.785714285714286,4.92857142857143,9,16.3214285714286
"387","Kobi Simmons",0.192307692307692,1.57692307692308,0.653846153846154,1.11538461538462,1.80769230769231,5.26923076923077,5,16.1423076923077
"388","Tony Allen",0.136363636363636,2.13636363636364,0.5,0.863636363636364,0.409090909090909,4.68181818181818,12,15.8409090909091
"389","Isaiah Whitehead",0.125,1.625,0.5,1.5,1.25,6.25,2,15.7
"390","Alan Williams",0.333333333333333,5,1,1.66666666666667,1.66666666666667,4,0,15.6333333333333
"391","DeAndre’ Bembry",0.476190476190476,2.66666666666667,0.619047619047619,1.80952380952381,1.47619047619048,4.90476190476191,5,15.4761904761905
"392","Travis Wear",0.307692307692308,2.30769230769231,0.230769230769231,0.307692307692308,0.307692307692308,5.23076923076923,6,15.4076923076923
"393","Wesley Iwundu",0.163636363636364,2.14545454545455,0.527272727272727,0.436363636363636,0.872727272727273,3.34545454545455,15,15.2363636363636
"394","Ante Žižić",0.428571428571429,1.89285714285714,0.0357142857142857,0.357142857142857,0.178571428571429,3.46428571428571,18,14.5178571428571
"395","Khem Birch",0.382352941176471,3.76470588235294,0.323529411764706,0.558823529411765,0.647058823529412,3.23529411764706,10,14.4676470588235
"396","Ivan Rabb",0.233333333333333,3.4,0.266666666666667,0.9,0.766666666666667,4.43333333333333,5,14.4533333333333
"397","Ivica Zubac",0.222222222222222,2.25,0.138888888888889,0.555555555555556,0.361111111111111,3.38888888888889,17,14.4361111111111
"398","Jameel Warney",0,3,0,0.333333333333333,0,5.66666666666667,1,14.2333333333333
"399","Alex Caruso",0.266666666666667,1.4,0.6,0.933333333333333,1.9,2.9,14,14.2066666666667
"400","Aaron Harrison",0.5,2.25,0.5,0.25,1,4.5,1,14.1
"401","JaKarr Sampson",0.823529411764706,3.23529411764706,0.411764705882353,0.352941176470588,0.470588235294118,4,3,14.0470588235294
"402","Timofey Mozgov",0.392857142857143,3.10714285714286,0.178571428571429,1.10714285714286,0.285714285714286,4.03571428571429,10,13.9964285714286
"403","Rodney Purvis",0.222222222222222,1.11111111111111,0.333333333333333,0.666666666666667,0.555555555555556,5.66666666666667,2,13.9
"404","Meyers Leonard",0,1.96428571428571,0.178571428571429,0.25,0.464285714285714,3.17857142857143,16,13.7892857142857
"405","Nik Stauskas",0.0857142857142857,1.48571428571429,0.228571428571429,0.6,0.828571428571429,4.05714285714286,11,13.7857142857143
"406","Solomon Hill",0,1.83333333333333,0.333333333333333,0.166666666666667,2.33333333333333,3.83333333333333,3,13.7666666666667
"407","Jaylen Morris",0.166666666666667,2.66666666666667,0.333333333333333,1,1.16666666666667,4.66666666666667,2,13.7333333333333
"408","Juan Hernangómez",0.130434782608696,2.30434782608696,0.260869565217391,0.347826086956522,0.434782608695652,3.30434782608696,13,13.6478260869565
"409","Jack Cooley",0,2,0,0,1,5,1,13.5
"410","Glenn Robinson",0.0588235294117647,1.47058823529412,0.647058823529412,0.117647058823529,0.705882352941177,3.23529411764706,11,13.4941176470588
"411","Danuel House",0.111111111111111,2.5,0.333333333333333,0.333333333333333,0.444444444444444,4.38888888888889,4,13.4888888888889
"412","Wade Baldwin",0,1.66666666666667,0,0.333333333333333,0.666666666666667,5.33333333333333,2,13.3333333333333
"413","Kyle Collinsworth",0.222222222222222,3.07407407407407,0.555555555555556,0.666666666666667,1.40740740740741,2.66666666666667,8,13.1962962962963
"414","Dorian Finney-Smith",0.1875,2.8125,0.375,0.9375,0.9375,4.0625,4,13.1875
"415","Jason Smith",0.366666666666667,1.6,0.1,0.5,0.466666666666667,3.36666666666667,14,13.09
"416","Ron Baker",0.206896551724138,1.03448275862069,0.896551724137931,0.620689655172414,1.62068965517241,2.44827586206897,12,13
"417","Briante Weber",0.277777777777778,1.94444444444444,1,0.833333333333333,1.22222222222222,2.77777777777778,8,12.9444444444444
"418","Andrew White",0.0714285714285714,2.28571428571429,0.214285714285714,0.5,0.357142857142857,4.92857142857143,1,12.8357142857143
"419","Arron Afflalo",0.18,1.32,0.08,0.42,0.58,3.34,14,12.756
"420","Monte Morris",0,0.666666666666667,1,0.333333333333333,2.33333333333333,3.33333333333333,2,12.6333333333333
"421","Henry Ellenson",0,1.70967741935484,0.0967741935483871,0.419354838709677,0.419354838709677,2.64516129032258,17,12.3225806451613
"422","Marquis Teague",0,2,1,0,5,1,0,12.3
"423","Marcus Paige",0,1.5,0,0,1,4.5,2,12.3
"424","Jared Dudley",0.195652173913043,1.82608695652174,0.478260869565217,0.565217391304348,1.60869565217391,2.95652173913043,6,12.0869565217391
"425","Guerschon Yabusele",0.0689655172413793,1.37931034482759,0.0689655172413793,0.379310344827586,0.482758620689655,1.86206896551724,22,12.0551724137931
"426","Johnathan Motley",0.285714285714286,2.57142857142857,0,0.428571428571429,0.285714285714286,4.42857142857143,1,11.8428571428571
"427","Malachi Richardson",0.0384615384615385,1.30769230769231,0.384615384615385,0.384615384615385,0.5,3.42307692307692,8,11.6153846153846
"428","Dakari Johnson",0.275862068965517,1.17241379310345,0.206896551724138,0.137931034482759,0.275862068965517,1.89655172413793,19,11.5827586206897
"429","Derrick Jones",0.722222222222222,1.88888888888889,0.222222222222222,0.333333333333333,0.388888888888889,2.83333333333333,8,11.2555555555556
"430","Bobby Brown",0,0.35,0.2,0.45,0.55,2.5,17,11.03
"431","Aaron Brooks",0,0.5,0.2,0.3,0.6,2.1,18,10.92
"432","Derrick White",0.176470588235294,1.52941176470588,0.235294117647059,0.352941176470588,0.529411764705882,3.17647058823529,7,10.9117647058824
"433","Darrell Arthur",0.157894736842105,0.789473684210526,0.421052631578947,0.789473684210526,0.473684210526316,2.84210526315789,12,10.8210526315789
"434","Malcolm Miller",0.133333333333333,1.06666666666667,0.0666666666666667,0.333333333333333,0.2,2.53333333333333,15,10.76
"435","Damyean Dotson",0.0263157894736842,1.39473684210526,0.184210526315789,0.315789473684211,0.578947368421053,2.94736842105263,9,10.7552631578947
"436","Caleb Swanigan",0.136363636363636,1.81818181818182,0.227272727272727,0.590909090909091,0.545454545454545,2.04545454545455,14,10.7136363636364
